position,player_number,name,status,stat1,stat1_val,stat2,stat2_val,stat3,stat3_val,stat4,stat4_val,team
K,3.0,"Hopkins, Dustin",ACT,FGA,28,FGM,25,PCT,89.3,LNG,54,WAS
SS,29.0,"Ihenacho, Duke",ACT,TCKL,3,SCK,0,FF,0,INT,--,WAS
DT,98.0,"Ioannidis, Matthew",ACT,TCKL,--,SCK,--,FF,--,INT,--,WAS
WR,11.0,"Jackson, DeSean",ACT,REC,30,YDS,528,AVG,17.6,TDS,4,WAS
DB,36.0,"Jackson, Tanard",SUS,TCKL,--,SCK,--,FF,--,INT,--,WAS
DE,99.0,"Jean Francois, Ricky",ACT,TCKL,25,SCK,2,FF,0,INT,--,WAS
LB,46.0,"Jefferson, Willie",ACT,TCKL,--,SCK,--,FF,--,INT,--,WAS
TE,83.0,"Jensen, Marcel",ACT,REC,--,YDS,--,AVG,--,TDS,--,WAS
RB,31.0,"Jones, Matt",ACT,CAR,144,YDS,490,AVG,3.4,TDS,3,WAS
RB,22.0,"Kelley, Rob",ACT,CAR,--,YDS,--,AVG,--,TDS,--,WAS
FB,38.0,"Kerridge, Joe",ACT,CAR,--,YDS,--,AVG,--,TDS,--,WAS
OLB,91.0,"Kerrigan, Ryan",ACT,TCKL,42,SCK,9.5,FF,2,INT,--,WAS
DE,72.0,"Lanier, Anthony",ACT,TCKL,--,SCK,--,FF,--,INT,--,WAS
RB,39.0,"Marshall, Keith",ACT,CAR,--,YDS,--,AVG,--,TDS,--,WAS
DB,39.0,"Matias-Smith, Geno",ACT,TCKL,--,SCK,--,FF,--,INT,--,WAS
QB,16.0,"McCoy, Colt",ACT,TDS,1,INT,0,YDS,128,RTG,133.9,WAS
DE,93.0,"Murphy, Trent",ACT,TCKL,33,SCK,3.5,FF,1,INT,--,WAS
DB,24.0,"Norman, Josh",ACT,TCKL,56,SCK,0,FF,3,INT,4,WAS
DE,90.0,"Paea, Stephen",ACT,TCKL,19,SCK,1.5,FF,1,INT,--,WAS
TE,84.0,"Paul, Niles",ACT,REC,--,YDS,--,AVG,--,TDS,--,WAS
TE,82.0,"Paulsen, Logan",ACT,REC,--,YDS,--,AVG,--,TDS,--,WAS
DB,35.0,"Phillips, Dashaun",ACT,TCKL,5,SCK,0,FF,0,INT,--,WAS
NT,63.0,"Powe, Jerrell",ACT,TCKL,--,SCK,--,FF,--,INT,--,WAS
RB,32.0,"Redd, Silas",SUS,CAR,--,YDS,--,AVG,--,TDS,--,WAS
TE,86.0,"Reed, Jordan",ACT,REC,87,YDS,952,AVG,10.9,TDS,11,WAS
DT,97.0,"Reyes, Kendall",ACT,TCKL,32,SCK,2,FF,0,INT,1,WAS
ILB,56.0,"Riley, Perry",ACT,TCKL,43,SCK,0,FF,0,INT,2,WAS
WR,19.0,"Ross, Rashad",ACT,REC,8,YDS,184,AVG,23,TDS,1,WAS
WR,10.0,"Showers, Valdez",ACT,REC,--,YDS,--,AVG,--,TDS,--,WAS
DE,94.0,"Smith, Preston",ACT,TCKL,35,SCK,8,FF,3,INT,--,WAS
OLB,50.0,"Spaight, Martrell",ACT,TCKL,1,SCK,0,FF,0,INT,--,WAS
WR,12.0,"Stewart, Dez",ACT,REC,--,YDS,--,AVG,--,TDS,--,WAS
QB,2.0,"Sudfeld, Nate",ACT,TDS,--,INT,--,YDS,--,RTG,--,WAS
RB,25.0,"Thompson, Chris",ACT,CAR,35,YDS,216,AVG,6.2,TDS,0,WAS
WR,86.0,"Thompson, Kendal",ACT,REC,--,YDS,--,AVG,--,TDS,--,WAS
WR,6.0,"Thorpe, T.J.",ACT,REC,--,YDS,--,AVG,--,TDS,--,WAS
DB,20.0,"Toler, Greg",ACT,TCKL,51,SCK,0,FF,1,INT,--,WAS
LB,48.0,"Trail, Lynden",ACT,TCKL,--,SCK,--,FF,--,INT,--,WAS
WR,15.0,"Turner, Jarvis",ACT,REC,--,YDS,--,AVG,--,TDS,--,WAS
LB,45.0,"Wakefield, Michael",ACT,TCKL,--,SCK,--,FF,--,INT,--,WAS
P,5.0,"Way, Tress",ACT,PUNTS,70,AVG,46.1,LNG,64,IN 20,21,WAS
RB,32.0,"Young, Kelsey",ACT,CAR,--,YDS,--,AVG,--,TDS,--,WAS
DB,24.0,"Ball, Alan",ACT,TCKL,18,SCK,0,FF,0,INT,--,ARI
QB,9.0,"Barkley, Matt",ACT,TDS,--,INT,--,YDS,--,RTG,0,ARI
CB,28.0,"Bethel, Justin",ACT,TCKL,46,SCK,0,FF,2,INT,2,ARI
DB,30.0,"Bouka, Elie",ACT,TCKL,--,SCK,--,FF,--,INT,--,ARI
DB,27.0,"Branch, Tyvon",ACT,TCKL,43,SCK,1,FF,0,INT,1,ARI
DB,35.0,"Brooks, Cariel",ACT,TCKL,1,SCK,0,FF,0,INT,--,ARI
WR,13.0,"Brown, Jaron",ACT,REC,11,YDS,144,AVG,13.1,TDS,1,ARI
WR,12.0,"Brown, John",ACT,REC,65,YDS,1003,AVG,15.4,TDS,7,ARI
DT,71.0,"Bryant, Red",ACT,TCKL,5,SCK,0,FF,0,INT,--,ARI
OLB,20.0,"Bucannon, Deone",ACT,TCKL,112,SCK,3,FF,3,INT,1,ARI
WR,18.0,"Bundy, Marquis",ACT,REC,--,YDS,--,AVG,--,TDS,--,ARI
P,2.0,"Butler, Drew",ACT,PUNTS,60,AVG,42.9,LNG,58,IN 20,22,ARI
LB,56.0,"Butler, Donald",ACT,TCKL,43,SCK,0.5,FF,1,INT,--,ARI
DE,93.0,"Campbell, Calais",ACT,TCKL,61,SCK,5,FF,0,INT,--,ARI
WR,81.0,"Carlisle, Amir",ACT,REC,--,YDS,--,AVG,--,TDS,--,ARI
K,7.0,"Catanzaro, Chandler",ACT,FGA,31,FGM,28,PCT,90.3,LNG,47,ARI
TE,83.0,"Christian, Gerald",ACT,REC,--,YDS,--,AVG,--,TDS,--,ARI
DB,25.0,"Christian, Marqui",ACT,TCKL,--,SCK,--,FF,--,INT,--,ARI
DB,29.0,"Clemons, Chris",ACT,TCKL,5,SCK,0,FF,0,INT,--,ARI
QB,6.0,"Coker, Jake",ACT,TDS,--,INT,--,YDS,--,RTG,--,ARI
RB,38.0,"Ellington, Andre",ACT,CAR,45,YDS,289,AVG,6.4,TDS,3,ARI
FS,37.0,"Eskridge, Durell",RES,TCKL,--,SCK,--,FF,--,INT,--,ARI
DB,33.0,"Farley, Matthias",ACT,TCKL,--,SCK,--,FF,--,INT,--,ARI
TE,85.0,"Fells, Darren",ACT,REC,21,YDS,311,AVG,14.8,TDS,3,ARI
WR,11.0,"Fitzgerald, Larry",ACT,REC,109,YDS,1215,AVG,11.1,TDS,9,ARI
WR,15.0,"Floyd, Michael",ACT,REC,52,YDS,849,AVG,16.3,TDS,6,ARI
OLB,59.0,"Fua, Alani",ACT,TCKL,7,SCK,0,FF,0,INT,--,ARI
WR,10.0,"Golden, Brittan",ACT,REC,1,YDS,5,AVG,5,TDS,0,ARI
OLB,44.0,"Golden, Markus",ACT,TCKL,31,SCK,4,FF,2,INT,--,ARI
TE,84.0,"Gresham, Jermaine",ACT,REC,18,YDS,223,AVG,12.4,TDS,1,ARI
NT,95.0,"Gunter, Rodney",ACT,TCKL,19,SCK,1,FF,0,INT,--,ARI
DB,41.0,"Hartfield, Trevon",ACT,TCKL,--,SCK,--,FF,--,INT,--,ARI
WR,19.0,"Hubert, Chris",ACT,REC,--,YDS,--,AVG,--,TDS,--,ARI
DE,66.0,"Iosia, Iosia",ACT,TCKL,--,SCK,--,FF,--,INT,--,ARI
DB,46.0,"Jackson, Asa",ACT,TCKL,1,SCK,0,FF,0,INT,--,ARI
SS,22.0,"Jefferson, Tony",ACT,TCKL,78,SCK,2,FF,3,INT,2,ARI
DB,43.0,"Jenkins, Mike",ACT,TCKL,17,SCK,0,FF,0,INT,--,ARI
RB,23.0,"Johnson, Chris",ACT,CAR,196,YDS,814,AVG,4.2,TDS,3,ARI
RB,31.0,"Johnson, David",ACT,CAR,125,YDS,581,AVG,4.6,TDS,8,ARI
LB,55.0,"Jones, Chandler",ACT,TCKL,44,SCK,12.5,FF,4,INT,1,ARI
LB,52.0,"Louis, Lamar",ACT,TCKL,--,SCK,--,FF,--,INT,--,ARI
LB,50.0,"Martin, Gabe",ACT,TCKL,--,SCK,--,FF,--,INT,--,ARI
LB,96.0,"Martin, Kareem",ACT,TCKL,9,SCK,1.5,FF,1,INT,--,ARI
FS,32.0,"Mathieu, Tyrann",ACT,TCKL,89,SCK,1,FF,1,INT,5,ARI
NT,97.0,"Mauro, Josh",ACT,TCKL,16,SCK,1,FF,2,INT,--,ARI
CB,34.0,"Miller, Harlan",ACT,TCKL,--,SCK,--,FF,--,INT,--,ARI
MLB,51.0,"Minter, Kevin",ACT,TCKL,94,SCK,0.5,FF,1,INT,--,ARI
TE,80.0,"Momah, Ifeanyi",ACT,REC,--,YDS,--,AVG,--,TDS,--,ARI
WR,14.0,"Nelson, J.J.",ACT,REC,11,YDS,299,AVG,27.2,TDS,2,ARI
TE,87.0,"Niklas, Troy",ACT,REC,4,YDS,33,AVG,8.3,TDS,2,ARI
DT,90.0,"Nkemdiche, Robert",ACT,TCKL,--,SCK,--,FF,--,INT,--,ARI
OLB,57.0,"Okafor, Alex",ACT,TCKL,31,SCK,2,FF,0,INT,--,ARI
WR,17.0,"Okafor, Franky",ACT,REC,--,YDS,--,AVG,--,TDS,--,ARI
LB,58.0,"Okpalaugo, Tristan",ACT,TCKL,--,SCK,--,FF,--,INT,--,ARI
QB,3.0,"Palmer, Carson",ACT,TDS,35,INT,11,YDS,4671,RTG,104.6,ARI
RB,35.0,"Penny, Elijhaa",ACT,CAR,--,YDS,--,AVG,--,TDS,--,ARI
DT,98.0,"Peters, Corey",ACT,TCKL,--,SCK,--,FF,--,INT,--,ARI
CB,21.0,"Peterson, Patrick",ACT,TCKL,35,SCK,0,FF,1,INT,2,ARI
DB,39.0,"Prater, Shaun",ACT,TCKL,0,SCK,0,FF,0,INT,0,ARI
DT,63.0,"Price, Givens",ACT,TCKL,--,SCK,--,FF,--,INT,--,ARI
LB,47.0,"Riddick, Shaquille",ACT,TCKL,0,SCK,--,FF,--,INT,--,ARI
DE,92.0,"Rucker, Frostee",ACT,TCKL,28,SCK,3,FF,1,INT,--,ARI
WR,16.0,"Shipley, Jaxon",ACT,REC,--,YDS,--,AVG,--,TDS,--,ARI
QB,5.0,"Stanton, Drew",ACT,TDS,0,INT,2,YDS,104,RTG,22.8,ARI
DE,91.0,"Stinson, Ed",ACT,TCKL,11,SCK,1,FF,0,INT,--,ARI
P,1.0,"Swanson, Garrett",ACT,PUNTS,--,AVG,--,LNG,--,IN 20,--,ARI
DB,36.0,"Swearinger, D.J.",ACT,TCKL,19,SCK,0,FF,1,INT,0,ARI
RB,30.0,"Taylor, Stepfan",ACT,CAR,17,YDS,58,AVG,3.4,TDS,0,ARI
TE,89.0,"Valles, Hakeem",ACT,REC,--,YDS,--,AVG,--,TDS,--,ARI
CB,26.0,"Williams, Brandon",ACT,TCKL,--,SCK,--,FF,--,INT,--,ARI
RB,33.0,"Williams, Kerwynn",ACT,CAR,27,YDS,142,AVG,5.3,TDS,1,ARI
DT,94.0,"Williams, Xavier",ACT,TCKL,2,SCK,0,FF,0,INT,--,ARI
CB,38.0,"Zamort, Ronald",ACT,TCKL,--,SCK,--,FF,--,INT,--,ARI
DB,37.0,"Zimmerman, Tyrequek",ACT,TCKL,--,SCK,--,FF,--,INT,--,ARI
SS,31.0,"Alexander, Maurice",ACT,TCKL,39,SCK,2,FF,0,INT,--,LA
WR,11.0,"Austin, Tavon",ACT,REC,52,YDS,473,AVG,9.1,TDS,5,LA
OLB,56.0,"Ayers, Akeem",ACT,TCKL,47,SCK,0.5,FF,1,INT,--,LA
OLB,26.0,"Barron, Mark",ACT,TCKL,116,SCK,1,FF,3,INT,--,LA
K,1.0,"Bertolet, Taylor",ACT,FGA,--,FGM,--,PCT,--,LNG,--,LA
WR,18.0,"Britt, Kenny",ACT,REC,36,YDS,681,AVG,18.9,TDS,3,LA
DT,90.0,"Brockers, Michael",ACT,TCKL,44,SCK,3,FF,0,INT,--,LA
RB,39.0,"Brown, Malcolm",ACT,CAR,4,YDS,17,AVG,4.3,TDS,0,LA
TE,82.0,"Browne, Benson",ACT,REC,--,YDS,--,AVG,--,TDS,--,LA
DB,24.0,"Bryant, Christian",ACT,TCKL,3,SCK,0,FF,0,INT,--,LA
SS,27.0,"Caputo, Mike",ACT,TCKL,--,SCK,--,FF,--,INT,--,LA
LB,53.0,"Chubb, Brandon",ACT,TCKL,--,SCK,--,FF,--,INT,--,LA
DT,77.0,"Colvin, Zach",ACT,TCKL,--,SCK,--,FF,--,INT,--,LA
WR,10.0,"Cooper, Pharoh",ACT,REC,--,YDS,--,AVG,--,TDS,--,LA
DE,98.0,"Coples, Quinton",ACT,TCKL,8,SCK,0,FF,0,INT,0,LA
RB,23.0,"Cunningham, Benny",ACT,CAR,37,YDS,140,AVG,3.8,TDS,0,LA
TE,48.0,"Cunningham, Justice",ACT,REC,--,YDS,--,AVG,--,TDS,--,LA
DB,38.0,"Davis, Cody",ACT,TCKL,10,SCK,0,FF,0,INT,--,LA
DT,99.0,"Donald, Aaron",ACT,TCKL,69,SCK,11,FF,0,INT,--,LA
DT,91.0,"Easley, Dominique",ACT,TCKL,15,SCK,2,FF,0,INT,--,LA
ILB,59.0,"Forrest, Josh",ACT,TCKL,--,SCK,--,FF,--,INT,--,LA
DE,70.0,"Fox, Morgan",ACT,TCKL,--,SCK,--,FF,--,INT,--,LA
CB,33.0,"Gaines, E.J.",ACT,TCKL,--,SCK,--,FF,--,INT,--,LA
DB,36.0,"Gaines, Rohan",ACT,TCKL,--,SCK,--,FF,--,INT,--,LA
QB,16.0,"Goff, Jared",ACT,TDS,--,INT,--,YDS,--,RTG,--,LA
RB,36.0,"Green, Aaron",ACT,CAR,--,YDS,--,AVG,--,TDS,--,LA
LB,55.0,"Grigsby, Nicholas",ACT,TCKL,--,SCK,--,FF,--,INT,--,LA
RB,30.0,"Gurley, Todd",ACT,CAR,229,YDS,1106,AVG,4.8,TDS,10,LA
ILB,54.0,"Hager, Bryce",ACT,TCKL,5,SCK,0,FF,0,INT,--,LA
TE,46.0,"Harkey, Cory",ACT,REC,5,YDS,26,AVG,5.2,TDS,0,LA
DE,95.0,"Hayes, William",ACT,TCKL,53,SCK,5.5,FF,2,INT,--,LA
P,6.0,"Hekker, Johnny",ACT,PUNTS,96,AVG,47.9,LNG,68,IN 20,41,LA
TE,84.0,"Hemingway, Temarrick",ACT,REC,--,YDS,--,AVG,--,TDS,--,LA
LB,49.0,"Herring, Darreon",ACT,TCKL,--,SCK,--,FF,--,INT,--,LA
TE,89.0,"Higbee, Tyler",ACT,REC,--,YDS,--,AVG,--,TDS,--,LA
WR,16.0,"Hill, Austin",ACT,REC,--,YDS,--,AVG,--,TDS,--,LA
CB,32.0,"Hill, Troy",ACT,TCKL,6,SCK,0,FF,0,INT,0,LA
CB,22.0,"Johnson, Trumaine",ACT,TCKL,71,SCK,0,FF,0,INT,7,LA
DB,35.0,"Jordan, Michael",ACT,TCKL,--,SCK,--,FF,--,INT,--,LA
CB,20.0,"Joyner, Lamarcus",ACT,TCKL,72,SCK,2,FF,0,INT,--,LA
QB,17.0,"Keenum, Case",ACT,TDS,4,INT,1,YDS,828,RTG,87.7,LA
TE,88.0,"Kendricks, Lance",ACT,REC,25,YDS,245,AVG,9.8,TDS,2,LA
DB,32.0,"Kovacs, Jordan",ACT,TCKL,11,SCK,1,FF,0,INT,0,LA
FB,45.0,"Laskey, Zach",ACT,CAR,--,YDS,--,AVG,--,TDS,--,LA
OLB,58.0,"Littleton, Cory",ACT,TCKL,--,SCK,--,FF,--,INT,--,LA
FS,37.0,"Lomax, Jordan",ACT,TCKL,--,SCK,--,FF,--,INT,--,LA
DE,96.0,"Longacre, Matt",ACT,TCKL,11,SCK,0,FF,0,INT,--,LA
LB,50.0,"Lynch, Cameron",ACT,TCKL,4,SCK,0,FF,0,INT,--,LA
RB,37.0,"Magee, Terrence",ACT,CAR,2,YDS,5,AVG,2.5,TDS,0,LA
QB,14.0,"Mannion, Sean",ACT,TDS,0,INT,0,YDS,31,RTG,85.1,LA
WR,15.0,"Marquez, Bradley",ACT,REC,13,YDS,88,AVG,6.8,TDS,0,LA
SS,25.0,"McDonald, T.J.",ACT,TCKL,63,SCK,1,FF,1,INT,--,LA
WR,8.0,"McRoberts, Paul",ACT,REC,--,YDS,--,AVG,--,TDS,--,LA
WR,3.0,"North, Marquez",ACT,REC,--,YDS,--,AVG,--,TDS,--,LA
OLB,52.0,"Ogletree, Alec",ACT,TCKL,42,SCK,2,FF,0,INT,--,LA
WR,83.0,"Quick, Brian",ACT,REC,10,YDS,102,AVG,10.2,TDS,0,LA
DE,94.0,"Quinn, Robert",ACT,TCKL,21,SCK,5,FF,3,INT,--,LA
DB,43.0,"Randolph, Brian",RES,TCKL,--,SCK,--,FF,--,INT,--,LA
RB,34.0,"Reynolds, Chase",ACT,CAR,--,YDS,--,AVG,--,TDS,--,LA
WR,12.0,"Richards, David",ACT,REC,--,YDS,--,AVG,--,TDS,--,LA
CB,47.0,"Roberson, Marcus",ACT,TCKL,29,SCK,0,FF,1,INT,--,LA
DE,72.0,"Seau, Ian",ACT,TCKL,--,SCK,--,FF,--,INT,--,LA
DB,21.0,"Sensabaugh, Coty",ACT,TCKL,60,SCK,0,FF,0,INT,2,LA
DE,97.0,"Sims, Eugene",ACT,TCKL,24,SCK,1.5,FF,1,INT,1,LA
WR,86.0,"Spruce, Nelson",ACT,REC,--,YDS,--,AVG,--,TDS,--,LA
TE,86.0,"Stoneburner, Jake",ACT,REC,5,YDS,47,AVG,9.4,TDS,2,LA
DT,92.0,"Thomas, Cam",ACT,TCKL,11,SCK,0,FF,0,INT,--,LA
WR,13.0,"Thomas, Mike",ACT,REC,--,YDS,--,AVG,--,TDS,--,LA
QB,2.0,"Thompson, Dylan",ACT,TDS,--,INT,--,YDS,--,RTG,0,LA
DT,62.0,"Trinca-Pasat, Louis",RES,TCKL,0,SCK,--,FF,--,INT,--,LA
DB,41.0,"Washington, Jabriel",ACT,TCKL,--,SCK,--,FF,--,INT,--,LA
DT,93.0,"Westbrooks, Ethan",ACT,TCKL,19,SCK,2,FF,1,INT,--,LA
WR,81.0,"Williams, Duke",ACT,REC,--,YDS,--,AVG,--,TDS,--,LA
K,4.0,"Zuerlein, Greg",ACT,FGA,30,FGM,20,PCT,66.7,LNG,61,LA
CB,20.0,"Acker, Kenneth",ACT,TCKL,65,SCK,0,FF,0,INT,3,SF
WR,17.0,"Anderson, Dres",ACT,REC,--,YDS,--,AVG,--,TDS,--,SF
TE,83.0,"Anderson, Rory",ACT,REC,--,YDS,--,AVG,--,TDS,--,SF
DE,91.0,"Armstead, Arik",ACT,TCKL,19,SCK,2,FF,0,INT,--,SF
OLB,54.0,"Armstrong, Ray-Ray",ACT,TCKL,24,SCK,1,FF,0,INT,0,SF
TE,84.0,"Bell, Blake",ACT,REC,15,YDS,186,AVG,12.4,TDS,0,SF
DB,40.0,"Bell, Jered",ACT,TCKL,--,SCK,--,FF,--,INT,--,SF
LB,50.0,"Bellore, Nick",ACT,TCKL,17,SCK,0,FF,0,INT,--,SF
SS,41.0,"Bethea, Antoine",ACT,TCKL,44,SCK,1,FF,0,INT,--,SF
DE,98.0,"Blair, Ronald",ACT,TCKL,--,SCK,--,FF,--,INT,--,SF
ILB,53.0,"Bowman, NaVorro",ACT,TCKL,154,SCK,2.5,FF,1,INT,--,SF
CB,26.0,"Brock, Tramaine",ACT,TCKL,53,SCK,0,FF,0,INT,3,SF
OLB,55.0,"Brooks, Ahmad",ACT,TCKL,42,SCK,6.5,FF,0,INT,--,SF
DE,99.0,"Buckner, DeForest",ACT,TCKL,--,SCK,--,FF,--,INT,--,SF
WR,13.0,"Burbridge, Aaron",ACT,REC,--,YDS,--,AVG,--,TDS,--,SF
WR,86.0,"Cajuste, Devon",ACT,REC,--,YDS,--,AVG,--,TDS,--,SF
WR,19.0,"Campbell, DiAndre",ACT,REC,--,YDS,--,AVG,--,TDS,--,SF
DT,95.0,"Carradine, Tank",ACT,TCKL,22,SCK,1,FF,1,INT,--,SF
TE,88.0,"Celek, Garrett",ACT,REC,19,YDS,186,AVG,9.8,TDS,3,SF
DT,69.0,"Cherry, Demetrius",ACT,TCKL,--,SCK,--,FF,--,INT,--,SF
CB,47.0,"Cromartie, Marcus",ACT,TCKL,12,SCK,0,FF,0,INT,--,SF
CB,43.0,"Davis, Chris",ACT,TCKL,1,SCK,0,FF,0,INT,--,SF
RB,22.0,"Davis, Mike",ACT,CAR,35,YDS,58,AVG,1.7,TDS,0,SF
K,4.0,"Dawson, Phil",ACT,FGA,27,FGM,24,PCT,88.9,LNG,54,SF
DE,92.0,"Dial, Quinton",ACT,TCKL,59,SCK,2.5,FF,0,INT,--,SF
DE,90.0,"Dorsey, Glenn",ACT,TCKL,18,SCK,0,FF,0,INT,--,SF
RB,24.0,"Draughn, Shaun",ACT,CAR,78,YDS,273,AVG,3.5,TDS,1,SF
QB,6.0,"Driskel, Jeff",ACT,TDS,--,INT,--,YDS,--,RTG,--,SF
WR,10.0,"Ellington, Bruce",ACT,REC,13,YDS,153,AVG,11.8,TDS,0,SF
LB,45.0,"Fanaika, Jason",ACT,TCKL,--,SCK,--,FF,--,INT,--,SF
QB,2.0,"Gabbert, Blaine",ACT,TDS,10,INT,7,YDS,2031,RTG,86.2,SF
RB,30.0,"Gaskins, Kendall",ACT,CAR,16,YDS,38,AVG,2.4,TDS,0,SF
TE,85.0,"Hamm, Je'Ron",ACT,REC,0,YDS,0,AVG,0,TDS,0,SF
OLB,58.0,"Harold, Eli",ACT,TCKL,14,SCK,0,FF,0,INT,--,SF
RB,32.0,"Harris, DuJuan",ACT,CAR,48,YDS,189,AVG,3.9,TDS,0,SF
ILB,51.0,"Hodges, Gerald",ACT,TCKL,70,SCK,0,FF,0,INT,0,SF
RB,28.0,"Hyde, Carlos",ACT,CAR,115,YDS,470,AVG,4.1,TDS,3,SF
CB,30.0,"Iworah, Prince Charles",ACT,TCKL,--,SCK,--,FF,--,INT,--,SF
DE,63.0,"Jerod-Eddie, Tony",ACT,TCKL,14,SCK,0,FF,0,INT,--,SF
CB,36.0,"Johnson, Dontae",ACT,TCKL,32,SCK,0,FF,0,INT,--,SF
QB,7.0,"Kaepernick, Colin",ACT,TDS,6,INT,5,YDS,1615,RTG,78.5,SF
DT,62.0,"Lake, Darren",ACT,TCKL,--,SCK,--,FF,--,INT,--,SF
OLB,96.0,"Lemonier, Corey",ACT,TCKL,12,SCK,0,FF,0,INT,--,SF
QB,9.0,"Lewis, Thad",RES,TDS,--,INT,--,YDS,--,RTG,0,SF
K,3.0,"Lunsford, John",ACT,FGA,--,FGM,--,PCT,--,LNG,--,SF
OLB,59.0,"Lynch, Aaron",ACT,TCKL,38,SCK,6.5,FF,0,INT,--,SF
DE,60.0,"McBryde, B.J.",ACT,TCKL,--,SCK,--,FF,--,INT,--,SF
DB,31.0,"McCray, L.J.",ACT,TCKL,5,SCK,0,FF,0,INT,--,SF
TE,89.0,"McDonald, Vance",ACT,REC,30,YDS,326,AVG,10.9,TDS,3,SF
LB,48.0,"McManis, Wynton",ACT,TCKL,--,SCK,--,FF,--,INT,--,SF
FB,49.0,"Miller, Bruce",ACT,CAR,6,YDS,14,AVG,2.3,TDS,1,SF
WR,11.0,"Patton, Quinton",ACT,REC,30,YDS,394,AVG,13.1,TDS,1,SF
P,5.0,"Pinion, Bradley",ACT,PUNTS,91,AVG,43.6,LNG,62,IN 20,31,SF
QB,5.0,"Ponder, Christian",ACT,TDS,--,INT,--,YDS,--,RTG,0,SF
NT,64.0,"Purcell, Mike",ACT,TCKL,15,SCK,1,FF,0,INT,--,SF
CB,27.0,"Reaser, Keith",ACT,TCKL,8,SCK,0,FF,0,INT,--,SF
CB,23.0,"Redmond, Will",ACT,TCKL,--,SCK,--,FF,--,INT,--,SF
FS,35.0,"Reid, Eric",ACT,TCKL,71,SCK,1,FF,1,INT,--,SF
CB,33.0,"Robinson, Rashard",ACT,TCKL,--,SCK,--,FF,--,INT,--,SF
WR,14.0,"Rogers, Eric",ACT,REC,--,YDS,--,AVG,--,TDS,--,SF
LB,44.0,"Rush, Marcus",ACT,TCKL,--,SCK,--,FF,--,INT,--,SF
WR,14.0,"Simpson, Jerome",ACT,REC,5,YDS,54,AVG,10.8,TDS,1,SF
ILB,56.0,"Skov, Shayne",ACT,TCKL,4,SCK,0,FF,0,INT,--,SF
WR,15.0,"Smelter, DeAndre",ACT,REC,--,YDS,--,AVG,--,TDS,--,SF
DT,78.0,"Smith, Garrison",ACT,TCKL,--,SCK,--,FF,--,INT,--,SF
WR,82.0,"Smith, Torrey",ACT,REC,33,YDS,663,AVG,20.1,TDS,4,SF
SS,29.0,"Tartt, Jaquiski",ACT,TCKL,65,SCK,2,FF,1,INT,1,SF
RB,23.0,"Taylor, Kelvin",ACT,CAR,--,YDS,--,AVG,--,TDS,--,SF
WR,1.0,"Treggs, Bryce",ACT,REC,--,YDS,--,AVG,--,TDS,--,SF
CB,38.0,"Wallace, Cleveland",ACT,TCKL,--,SCK,--,FF,--,INT,--,SF
SS,25.0,"Ward, Jimmie",ACT,TCKL,57,SCK,1,FF,0,INT,1,SF
WR,18.0,"White, DeAndrew",ACT,REC,2,YDS,18,AVG,9,TDS,0,SF
ILB,57.0,"Wilhoite, Michael",ACT,TCKL,85,SCK,0,FF,0,INT,1,SF
RB,48.0,"Amosa, Jonathan",ACT,CAR,--,YDS,--,AVG,--,TDS,--,SEA
DE,56.0,"Avril, Cliff",ACT,TCKL,47,SCK,9,FF,2,INT,--,SEA
WR,89.0,"Baldwin, Doug",ACT,REC,78,YDS,1069,AVG,13.7,TDS,14,SEA
DE,95.0,"Barnes, Tavaris",RES,TCKL,5,SCK,0,FF,0,INT,--,SEA
DE,72.0,"Bennett, Michael",ACT,TCKL,52,SCK,10,FF,2,INT,--,SEA
QB,2.0,"Boykin, Trevone",ACT,TDS,--,INT,--,YDS,--,RTG,--,SEA
RB,30.0,"Brooks, Zac",ACT,CAR,--,YDS,--,AVG,--,TDS,--,SEA
DB,39.0,"Browner, Brandon",ACT,TCKL,76,SCK,0,FF,0,INT,1,SEA
DT,46.0,"Bryant, Brandin",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
DB,28.0,"Burley, Marcus",ACT,TCKL,18,SCK,1,FF,0,INT,1,SEA
SS,31.0,"Chancellor, Kam",ACT,TCKL,74,SCK,0,FF,1,INT,2,SEA
DE,55.0,"Clark, Frank",ACT,TCKL,16,SCK,3,FF,1,INT,--,SEA
LB,38.0,"Coleman, Kyle",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
RB,36.0,"Collins, Alex",ACT,CAR,--,YDS,--,AVG,--,TDS,--,SEA
TE,42.0,"Cottom, Brandon",RES,REC,--,YDS,--,AVG,--,TDS,--,SEA
MLB,52.0,"Coyle, Brock",ACT,TCKL,6,SCK,0,FF,0,INT,--,SEA
TE,85.0,"Echard, Clayton",ACT,REC,--,YDS,--,AVG,--,TDS,--,SEA
CB,1.0,"Elliott, DeAndre",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
CB,41.0,"Farmer, George",ACT,TCKL,--,SCK,--,FF,--,INT,--,SEA
WR,1.0,"Foxx, Deshon",ACT,REC,--,YDS,--,AVG,--,TDS,--,SEA
WR,14.0,"Goodley, Antwan",ACT,REC,--,YDS,--,AVG,--,TDS,--,SEA
TE,88.0,"Graham, Jimmy",ACT,REC,48,YDS,605,AVG,12.6,TDS,2,SEA
