position,player_number,name,status,stat1,stat1_val,stat2,stat2_val,stat3,stat3_val,stat4,stat4_val,team
DE,94.0,"Liuget, Corey",ACT,TCKL,34,SCK,3,FF,0,INT,--,SD
DB,20.0,"Lowery, Dwight",ACT,TCKL,76,SCK,1,FF,0,INT,4,SD
CB,29.0,"Mager, Craig",ACT,TCKL,9,SCK,0,FF,0,INT,--,SD
LB,44.0,"Marcordes, Tyler",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
DB,38.0,"McCoil, Dexter",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
DB,27.0,"McDonald, Adrian",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
TE,84.0,"McGrath, Sean",ACT,REC,--,YDS,--,AVG,--,TDS,--,SD
DT,92.0,"Mebane, Brandon",ACT,TCKL,24,SCK,1.5,FF,0,INT,--,SD
QB,4.0,"Mettenberger, Zach",ACT,TDS,4,INT,7,YDS,935,RTG,66.7,SD
NT,96.0,"Ndulue, Chuka",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
RB,43.0,"Oliver, Branden",ACT,CAR,31,YDS,108,AVG,3.5,TDS,0,SD
DE,95.0,"Palepoi, Tenny",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
ILB,53.0,"Perry, Joshua",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
ILB,52.0,"Perryman, Denzel",ACT,TCKL,73,SCK,2,FF,1,INT,--,SD
LB,56.0,"Petteway, Shaq",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
CB,31.0,"Phillips, Adrian",ACT,TCKL,19,SCK,0,FF,0,INT,1,SD
DE,93.0,"Philon, Darius",ACT,TCKL,5,SCK,0,FF,0,INT,--,SD
WR,88.0,"Reaves, DeAndre",ACT,REC,--,YDS,--,AVG,--,TDS,--,SD
QB,17.0,"Rivers, Philip",ACT,TDS,29,INT,13,YDS,4792,RTG,93.8,SD
LB,59.0,"Ross, James",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
CB,41.0,"Scott, Larry",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
TE,82.0,"Semisch, Tim",ACT,REC,--,YDS,--,AVG,--,TDS,--,SD
RB,36.0,"Smith, Dreamius",ACT,CAR,--,YDS,--,AVG,--,TDS,--,SD
NT,71.0,"Square, Damion",ACT,TCKL,6,SCK,0,FF,0,INT,--,SD
DB,25.0,"Stuckey, Darrell",ACT,TCKL,11,SCK,1,FF,0,INT,--,SD
FB,30.0,"Swain, Chris",ACT,CAR,--,YDS,--,AVG,--,TDS,--,SD
ILB,50.0,"Te'o, Manti",ACT,TCKL,83,SCK,0.5,FF,1,INT,1,SD
LB,45.0,"Vaughters, James",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
CB,22.0,"Verrett, Jason",ACT,TCKL,47,SCK,0,FF,0,INT,3,SD
FB,34.0,"Watt, Derek",ACT,CAR,--,YDS,--,AVG,--,TDS,--,SD
TE,46.0,"Weiser, Matt",ACT,REC,--,YDS,--,AVG,--,TDS,--,SD
WR,7.0,"Williams, Dom",ACT,REC,--,YDS,--,AVG,--,TDS,--,SD
CB,23.0,"Williams, Steve",ACT,TCKL,19,SCK,1,FF,2,INT,2,SD
OLB,58.0,"Williams, Tourek",ACT,TCKL,0,SCK,--,FF,--,INT,--,SD
CB,42.0,"Williams, Trevor",ACT,TCKL,--,SCK,--,FF,--,INT,--,SD
WR,16.0,"Williams, Tyrell",ACT,REC,2,YDS,90,AVG,45,TDS,1,SD
RB,39.0,"Woodhead, Danny",ACT,CAR,98,YDS,336,AVG,3.4,TDS,3,SD
DE,1.0,"Wray, Carlos",RES,TCKL,--,SCK,--,FF,--,INT,--,SD
OLB,49.0,"Acho, Sam",ACT,TCKL,39,SCK,0,FF,1,INT,--,CHI
FS,38.0,"Amos, Adrian",ACT,TCKL,67,SCK,1,FF,0,INT,--,CHI
OLB,58.0,"Anderson, Jonathan",ACT,TCKL,36,SCK,0,FF,0,INT,1,CHI
LB,57.0,"Barrow, Lamin",ACT,TCKL,6,SCK,0,FF,0,INT,--,CHI
CB,20.0,"Bausby, DeVante",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI
WR,11.0,"Bellamy, Josh",ACT,REC,19,YDS,224,AVG,11.8,TDS,2,CHI
DB,25.0,"Boykin, Brandon",RES,TCKL,25,SCK,1,FF,1,INT,1,CHI
TE,43.0,"Braunecker, Ben",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI
WR,83.0,"Braverman, Daniel",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI
DE,76.0,"Browner, Keith",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI
DT,74.0,"Bullard, Jonathan",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI
DB,26.0,"Bush, Deon",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI
CB,33.0,"Calhoun, Taveze",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI
CB,37.0,"Callahan, Bryce",ACT,TCKL,21,SCK,1,FF,0,INT,--,CHI
RB,25.0,"Carey, Ka'Deem",ACT,CAR,43,YDS,159,AVG,3.7,TDS,2,CHI
QB,6.0,"Cutler, Jay",ACT,TDS,21,INT,11,YDS,3659,RTG,92.3,CHI
WR,2.0,"Daniels, B.J.",ACT,REC,2,YDS,18,AVG,9,TDS,0,CHI
WR,85.0,"Duncan, Kieren",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI
QB,12.0,"Fales, David",ACT,TDS,--,INT,--,YDS,--,RTG,0,CHI
DE,95.0,"Ferguson, Ego",ACT,TCKL,3,SCK,0,FF,0,INT,--,CHI
OLB,94.0,"Floyd, Leonard",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI
LB,50.0,"Freeman, Jerrell",ACT,TCKL,112,SCK,3,FF,0,INT,1,CHI
CB,23.0,"Fuller, Kyle",ACT,TCKL,55,SCK,0,FF,0,INT,2,CHI
CB,39.0,"Glenn, Jacoby",ACT,TCKL,0,SCK,0,FF,0,INT,--,CHI
NT,91.0,"Goldman, Eddie",ACT,TCKL,22,SCK,4.5,FF,0,INT,--,CHI
K,45.0,"Gould, Robbie",ACT,FGA,39,FGM,33,PCT,84.6,LNG,55,CHI
LB,45.0,"Grace, Jarrett",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI
CB,32.0,"Hall, Deiondre'",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI
DE,96.0,"Hicks, Akiem",ACT,TCKL,23,SCK,3,FF,0,INT,0,CHI
TE,88.0,"Housler, Rob",ACT,REC,4,YDS,33,AVG,8.2,TDS,0,CHI
OLB,99.0,"Houston, Lamarr",ACT,TCKL,42,SCK,8,FF,0,INT,--,CHI
FS,36.0,"Houston-Carson, DeAndre",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI
RB,24.0,"Howard, Jordan",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CHI
QB,2.0,"Hoyer, Brian",ACT,TDS,19,INT,7,YDS,2606,RTG,91.4,CHI
CB,30.0,"Hurst, Demontre",ACT,TCKL,5,SCK,0,FF,0,INT,--,CHI
WR,17.0,"Jeffery, Alshon",ACT,REC,54,YDS,807,AVG,14.9,TDS,4,CHI
ILB,52.0,"Jones, Christian",ACT,TCKL,86,SCK,0,FF,0,INT,--,CHI
SS,29.0,"Jones-Quartey, Harold",ACT,TCKL,25,SCK,0,FF,1,INT,1,CHI
WR,18.0,"Keaton, Derek",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI
ILB,44.0,"Kwiatkoski, Nick",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI
RB,33.0,"Langford, Jeremy",ACT,CAR,148,YDS,537,AVG,3.6,TDS,6,CHI
RB,47.0,"Lasike, Paul",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CHI
TE,82.0,"Lee, Khari",ACT,REC,1,YDS,7,AVG,7,TDS,0,CHI
WR,80.0,"Mariani, Marc",ACT,REC,22,YDS,300,AVG,13.6,TDS,0,CHI
LB,45.0,"Mason, Danny",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI
CB,27.0,"McManis, Sherrick",ACT,TCKL,29,SCK,0,FF,0,INT,--,CHI
OLB,92.0,"McPhee, Pernell",ACT,TCKL,53,SCK,6,FF,1,INT,1,CHI
WR,81.0,"Meredith, Cameron",ACT,REC,11,YDS,120,AVG,10.9,TDS,0,CHI
TE,86.0,"Miller, Zach",ACT,REC,34,YDS,439,AVG,12.9,TDS,5,CHI
TE,44.0,"Moeaki, Tony",ACT,REC,3,YDS,58,AVG,19.3,TDS,1,CHI
P,16.0,"O'Donnell, Pat",ACT,PUNTS,70,AVG,44.2,LNG,72,IN 20,28,CHI
RB,32.0,"Perry, Senorise",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CHI
WR,15.0,"Peterson, Darrin",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI
CB,25.0,"Peterson, Kevin",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI
CB,21.0,"Porter, Tracy",ACT,TCKL,35,SCK,0,FF,1,INT,1,CHI
SS,31.0,"Prosinski, Chris",ACT,TCKL,31,SCK,1,FF,1,INT,--,CHI
LB,47.0,"Robertson-Harris, Roy",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI
RB,35.0,"Rodgers, Jacquizz",ACT,CAR,14,YDS,41,AVG,2.9,TDS,0,CHI
CB,29.0,"Ross, Joel",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI
WR,19.0,"Royal, Eddie",ACT,REC,37,YDS,238,AVG,6.4,TDS,1,CHI
TE,87.0,"Scruggs, Greg",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI
QB,8.0,"Shaw, Connor",ACT,TDS,--,INT,--,YDS,--,RTG,--,CHI
TE,84.0,"Sinclair, Gannon",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI
DE,93.0,"Sutton, Will",ACT,TCKL,23,SCK,0,FF,0,INT,--,CHI
WR,14.0,"Thompson, Deonte",ACT,REC,2,YDS,81,AVG,40.5,TDS,0,CHI
ILB,53.0,"Timu, John",ACT,TCKL,24,SCK,0,FF,0,INT,--,CHI
LB,59.0,"Trevathan, Danny",ACT,TCKL,109,SCK,0,FF,0,INT,2,CHI
DE,98.0,"Unrein, Mitch",ACT,TCKL,19,SCK,1,FF,0,INT,0,CHI
DE,90.0,"Washington, Cornelius",ACT,TCKL,0,SCK,--,FF,--,INT,--,CHI
WR,13.0,"White, Kevin",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI
DT,79.0,"Williams, Terry",ACT,TCKL,0,SCK,--,FF,--,INT,--,CHI
WR,10.0,"Wilson, Marquess",ACT,REC,28,YDS,464,AVG,16.6,TDS,1,CHI
FB,36.0,"Young, Darrel",ACT,CAR,6,YDS,10,AVG,1.7,TDS,0,CHI
OLB,97.0,"Young, Willie",ACT,TCKL,30,SCK,6.5,FF,0,INT,1,CHI
RB,21.0,"Abdullah, Ameer",ACT,CAR,143,YDS,597,AVG,4.2,TDS,2,DET
DE,94.0,"Ansah, Ezekiel",ACT,TCKL,47,SCK,14.5,FF,4,INT,--,DET
LB,40.0,"Ariguzo, Chi Chi",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET
DB,41.0,"Bademosi, Johnson",ACT,TCKL,27,SCK,0,FF,0,INT,--,DET
CB,38.0,"Barnes, Adairius",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET
PR,2.0,"Bell, Devon",ACT,REC,--,YDS,--,AVG,--,TDS,--,DET
WR,16.0,"Billingsley, Jace",ACT,REC,--,YDS,--,AVG,--,TDS,--,DET
WR,81.0,"Boldin, Anquan",ACT,REC,69,YDS,789,AVG,11.4,TDS,4,DET
LB,47.0,"Bostic, Jon",ACT,TCKL,2,SCK,0,FF,0,INT,0,DET
FB,46.0,"Burton, Michael",ACT,CAR,4,YDS,2,AVG,0.5,TDS,0,DET
DB,31.0,"Bush, Rafael",ACT,TCKL,2,SCK,0,FF,0,INT,--,DET
CB,29.0,"Butler, Crezdon",ACT,TCKL,3,SCK,0,FF,0,INT,0,DET
OLB,57.0,"Bynes, Josh",ACT,TCKL,82,SCK,0.5,FF,1,INT,--,DET
WR,17.0,"Caldwell, Andre",RES,REC,10,YDS,72,AVG,7.2,TDS,2,DET
SS,26.0,"Carey, Don",ACT,TCKL,21,SCK,0,FF,0,INT,--,DET
CB,33.0,"Carter, Alex",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET
TE,81.0,"Charles, Orson",ACT,REC,--,YDS,--,AVG,--,TDS,--,DET
DT,96.0,"Charles, Stefan",ACT,TCKL,13,SCK,1,FF,1,INT,--,DET
DE,51.0,"Copeland, Brandon",ACT,TCKL,14,SCK,0.5,FF,0,INT,--,DET
WR,80.0,"Davis, Quinshad",ACT,REC,--,YDS,--,AVG,--,TDS,--,DET
CB,28.0,"Diggs, Quandre",ACT,TCKL,38,SCK,0,FF,1,INT,--,DET
TE,85.0,"Ebron, Eric",ACT,REC,47,YDS,537,AVG,11.4,TDS,5,DET
CB,35.0,"McCray, Demetrius",ACT,TCKL,25,SCK,0,FF,0,INT,--,JAX
DT,97.0,"Miller, Roy",ACT,TCKL,40,SCK,4,FF,1,INT,--,JAX
K,2.0,"Myers, Jason",ACT,FGA,30,FGM,26,PCT,86.7,LNG,58,JAX
DE,91.0,"Ngakoue, Yannick",ACT,TCKL,--,SCK,--,FF,--,INT,--,JAX
P,3.0,"Nortman, Brad",ACT,PUNTS,70,AVG,45.4,LNG,65,IN 20,20,JAX
DE,75.0,"Odrick, Jared",ACT,TCKL,29,SCK,5.5,FF,1,INT,--,JAX
OLB,53.0,"Porter, Sean",ACT,TCKL,--,SCK,--,FF,--,INT,--,JAX
MLB,51.0,"Posluszny, Paul",ACT,TCKL,133,SCK,1,FF,0,INT,3,JAX
OLB,52.0,"Pullard, Hayes",ACT,TCKL,24,SCK,0,FF,0,INT,--,JAX
P,4.0,"Quigley, Ryan",ACT,PUNTS,75,AVG,43.8,LNG,68,IN 20,27,JAX
CB,20.0,"Ramsey, Jalen",ACT,TCKL,--,SCK,--,FF,--,INT,--,JAX
WR,15.0,"Robinson, Allen",ACT,REC,80,YDS,1400,AVG,17.5,TDS,14,JAX
RB,16.0,"Robinson, Denard",ACT,CAR,67,YDS,266,AVG,4,TDS,1,JAX
WR,19.0,"Robinson, Jamal",ACT,REC,--,YDS,--,AVG,--,TDS,--,JAX
SS,23.0,"Sample, James",ACT,TCKL,15,SCK,0,FF,0,INT,--,JAX
OLB,55.0,"Skuta, Dan",ACT,TCKL,40,SCK,1.5,FF,1,INT,--,JAX
DE,98.0,"Smith, Chris",ACT,TCKL,10,SCK,0.5,FF,0,INT,--,JAX
OLB,50.0,"Smith, Telvin",ACT,TCKL,128,SCK,2.5,FF,2,INT,1,JAX
TE,87.0,"Sterling, Neal",ACT,REC,--,YDS,--,AVG,--,TDS,--,JAX
TE,80.0,"Thomas, Julius",ACT,REC,46,YDS,455,AVG,9.9,TDS,5,JAX
DB,25.0,"Thompson, Peyton",ACT,TCKL,13,SCK,0.5,FF,0,INT,--,JAX
MLB,58.0,"Tripp, Jordie",ACT,TCKL,14,SCK,0,FF,0,INT,--,JAX
WR,81.0,"Walters, Bryan",ACT,REC,32,YDS,368,AVG,11.5,TDS,1,JAX
WR,12.0,"Washington, Tony",ACT,REC,--,YDS,--,AVG,--,TDS,--,JAX
DE,45.0,"Werner, Bjoern",ACT,TCKL,13,SCK,0,FF,0,INT,--,JAX
DB,47.0,"Wilson, Jarrod",ACT,TCKL,--,SCK,--,FF,--,INT,--,JAX
QB,6.0,"Wittek, Max",ACT,TDS,--,INT,--,YDS,--,RTG,--,JAX
DB,42.0,"Wolff, Earl",ACT,TCKL,--,SCK,--,FF,--,INT,--,JAX
DE,66.0,"Woodard, Jonathan",ACT,TCKL,--,SCK,--,FF,--,INT,--,JAX
WR,14.0,"Wynn, Shane",ACT,REC,--,YDS,--,AVG,--,TDS,--,JAX
RB,24.0,"Yeldon, T.J.",ACT,CAR,182,YDS,740,AVG,4.1,TDS,2,JAX
DE,68.0,"Abdesmad, Mehdi",ACT,TCKL,--,SCK,--,FF,--,INT,--,TEN
RB,26.0,"Andrews, Antonio",ACT,CAR,143,YDS,520,AVG,3.6,TDS,3,TEN
OLB,51.0,"Bass, David",ACT,TCKL,36,SCK,1.5,FF,0,INT,1,TEN
RB,40.0,"Bergen, Sam",ACT,CAR,--,YDS,--,AVG,--,TDS,--,TEN
DE,95.0,"Blackson, Angelo",ACT,TCKL,15,SCK,2.5,FF,1,INT,--,TEN
DB,47.0,"Blake, Antwon",ACT,TCKL,76,SCK,1,FF,1,INT,2,TEN
SS,42.0,"Brutus, Lamarcus",ACT,TCKL,--,SCK,--,FF,--,INT,--,TEN
SAF,20.0,"Byard, Kevin",ACT,TCKL,--,SCK,--,FF,--,INT,--,TEN
DE,99.0,"Casey, Jurrell",ACT,TCKL,54,SCK,7,FF,0,INT,--,TEN
QB,16.0,"Cassel, Matt",ACT,TDS,5,INT,7,YDS,1276,RTG,70.6,TEN
RB,23.0,"Cobb, David",ACT,CAR,52,YDS,146,AVG,2.8,TDS,1,TEN
CB,24.0,"Cox, Perrish",ACT,TCKL,30,SCK,0,FF,0,INT,1,TEN
TE,84.0,"Cunningham, Jerome",ACT,REC,8,YDS,59,AVG,7.4,TDS,0,TEN
LB,93.0,"Dodd, Kevin",ACT,TCKL,--,SCK,--,FF,--,INT,--,TEN
WR,83.0,"Douglas, Harry",ACT,REC,36,YDS,411,AVG,11.4,TDS,2,TEN
TE,49.0,"Ellis, Alex",ACT,REC,--,YDS,--,AVG,--,TDS,--,TEN
TE,80.0,"Fasano, Anthony",ACT,REC,26,YDS,289,AVG,11.1,TDS,2,TEN
RB,32.0,"Fluellen, David",ACT,CAR,--,YDS,--,AVG,--,TDS,--,TEN
WR,85.0,"Foster, Donte",ACT,REC,--,YDS,--,AVG,--,TDS,--,TEN
FB,45.0,"Fowler, Jalston",ACT,CAR,7,YDS,13,AVG,1.9,TDS,1,TEN
LB,58.0,"Grant, Curtis",ACT,TCKL,--,SCK,--,FF,--,INT,--,TEN
RB,2.0,"Henry, Derrick",ACT,CAR,--,YDS,--,AVG,--,TDS,--,TEN
LB,49.0,"Herrera, Amarlo",ACT,TCKL,0,SCK,--,FF,--,INT,--,TEN
WR,87.0,"Horn, Reece",ACT,REC,--,YDS,--,AVG,--,TDS,--,TEN
SS,28.0,"Huff, Marqueston",ACT,TCKL,15,SCK,0,FF,0,INT,--,TEN
WR,15.0,"Hunter, Justin",ACT,REC,22,YDS,264,AVG,12,TDS,1,TEN
WR,81.0,"Johnson, Andre",ACT,REC,41,YDS,503,AVG,12.3,TDS,4,TEN
NT,94.0,"Johnson, Austin",ACT,TCKL,--,SCK,--,FF,--,INT,--,TEN
DB,49.0,"Johnson, Rashad",ACT,TCKL,61,SCK,0,FF,0,INT,5,TEN
DE,90.0,"Jones, DaQuan",ACT,TCKL,45,SCK,0,FF,0,INT,--,TEN
P,6.0,"Kern, Brett",ACT,PUNTS,88,AVG,47.4,LNG,61,IN 20,34,TEN
DE,97.0,"Klug, Karl",ACT,TCKL,20,SCK,4,FF,1,INT,--,TEN
QB,8.0,"Mariota, Marcus",ACT,TDS,19,INT,10,YDS,2818,RTG,91.5,TEN
WR,18.0,"Matthews, Rishard",ACT,REC,43,YDS,662,AVG,15.4,TDS,4,TEN
WR,10.0,"McBride, Tre",ACT,REC,2,YDS,8,AVG,4,TDS,1,TEN
DB,33.0,"McCain, Brice",ACT,TCKL,39,SCK,0,FF,0,INT,1,TEN
RB,22.0,"McCluster, Dexter",ACT,CAR,55,YDS,247,AVG,4.5,TDS,1,TEN
CB,30.0,"McCourty, Jason",ACT,TCKL,15,SCK,0,FF,0,INT,--,TEN
OLB,91.0,"Morgan, Derrick",ACT,TCKL,24,SCK,4.5,FF,1,INT,--,TEN
OLB,53.0,"Mount, Deiontrez",ACT,TCKL,0,SCK,0,FF,0,INT,1,TEN
RB,29.0,"Murray, DeMarco",ACT,CAR,193,YDS,702,AVG,3.6,TDS,6,TEN
DB,23.0,"Okotcha, Bennett",RES,TCKL,--,SCK,--,FF,--,INT,--,TEN
OLB,98.0,"Orakpo, Brian",ACT,TCKL,51,SCK,7,FF,1,INT,--,TEN
LB,50.0,"Palmer, Nate",ACT,TCKL,68,SCK,1,FF,0,INT,--,TEN
DB,29.0,"Patmon, Tyler",ACT,TCKL,13,SCK,0,FF,0,INT,0,TEN
DE,92.0,"Pitoitua, Ropati",ACT,TCKL,3,SCK,0,FF,1,INT,--,TEN
DB,32.0,"Reed, Kalan",ACT,TCKL,--,SCK,--,FF,--,INT,--,TEN
CB,37.0,"Riggs, Cody",ACT,TCKL,14,SCK,0,FF,1,INT,--,TEN
CB,35.0,"Riley, Curtis",ACT,TCKL,--,SCK,--,FF,--,INT,--,TEN
WR,12.0,"Roberts, Ben",ACT,REC,--,YDS,--,AVG,--,TDS,--,TEN
K,3.0,"Rosas, Aldrick",ACT,FGA,--,FGM,--,PCT,--,LNG,--,TEN
RB,20.0,"Sankey, Bishop",ACT,CAR,47,YDS,193,AVG,4.1,TDS,1,TEN
SS,21.0,"Searcy, Da'Norris",ACT,TCKL,55,SCK,0.5,FF,0,INT,1,TEN
WR,19.0,"Sharpe, Tajae",ACT,REC,--,YDS,--,AVG,--,TDS,--,TEN
CB,36.0,"Sims, LeShaun",ACT,TCKL,--,SCK,--,FF,--,INT,--,TEN
DE,75.0,"Smith, Michael",ACT,TCKL,--,SCK,--,FF,--,INT,--,TEN
LB,55.0,"Spence, Sean",ACT,TCKL,37,SCK,1,FF,0,INT,--,TEN
FS,39.0,"Stafford, Daimion",ACT,TCKL,25,SCK,1,FF,0,INT,--,TEN
LB,57.0,"Staples, Justin",ACT,TCKL,5,SCK,0,FF,0,INT,--,TEN
TE,88.0,"Stevens, Craig",ACT,REC,12,YDS,121,AVG,10.1,TDS,2,TEN
K,4.0,"Succop, Ryan",ACT,FGA,16,FGM,14,PCT,87.5,LNG,51,TEN
TE,89.0,"Supernaw, Phillip",ACT,REC,3,YDS,32,AVG,10.7,TDS,0,TEN
QB,11.0,"Tanney, Alex",ACT,TDS,1,INT,0,YDS,99,RTG,114.9,TEN
OLB,41.0,"Tavai, J.R.",ACT,TCKL,3,SCK,1,FF,1,INT,--,TEN
WR,86.0,"Turzilli, Andrew",ACT,REC,2,YDS,25,AVG,12.5,TDS,0,TEN
TE,82.0,"Walker, Delanie",ACT,REC,94,YDS,1088,AVG,11.6,TDS,6,TEN
OLB,52.0,"Wallace, Aaron",ACT,TCKL,--,SCK,--,FF,--,INT,--,TEN
DB,38.0,"Webb, B.W.",ACT,TCKL,22,SCK,0,FF,0,INT,1,TEN
WR,14.0,"West, Jarrod",ACT,REC,--,YDS,--,AVG,--,TDS,--,TEN
ILB,54.0,"Williamson, Avery",ACT,TCKL,102,SCK,3.5,FF,0,INT,1,TEN
NT,96.0,"Woods, Al",ACT,TCKL,22,SCK,0,FF,0,INT,--,TEN
DT,71.0,"Woods, Antwaun",ACT,TCKL,--,SCK,--,FF,--,INT,--,TEN
ILB,59.0,"Woodyard, Wesley",ACT,TCKL,87,SCK,5,FF,1,INT,--,TEN
FS,25.0,"Wreh-Wilson, Blidi",ACT,TCKL,20,SCK,0,FF,0,INT,--,TEN
WR,13.0,"Wright, Kendall",ACT,REC,36,YDS,408,AVG,11.3,TDS,3,TEN
LB,49.0,"Albright, Bryson",ACT,TCKL,--,SCK,--,FF,--,INT,--,BUF
LB,57.0,"Alexander, Lorenzo",ACT,TCKL,13,SCK,0,FF,0,INT,--,BUF
DB,33.0,"Anderson, Colt",ACT,TCKL,17,SCK,0,FF,0,INT,--,BUF
TE,86.0,"Annen, Blake",ACT,REC,--,YDS,--,AVG,--,TDS,--,BUF
DE,43.0,"Biermann, Kroy",ACT,TCKL,54,SCK,2.5,FF,1,INT,--,BUF
DB,26.0,"Blanton, Robert",ACT,TCKL,34,SCK,0,FF,0,INT,--,BUF
WR,17.0,"Boykin, Jarrett",ACT,REC,--,YDS,--,AVG,--,TDS,--,BUF
MLB,52.0,"Brown, Preston",ACT,TCKL,120,SCK,0,FF,1,INT,2,BUF
LB,53.0,"Brown, Zach",ACT,TCKL,77,SCK,0.5,FF,0,INT,2,BUF
DT,97.0,"Bryant, Corbin",ACT,TCKL,45,SCK,0,FF,0,INT,--,BUF
RB,23.0,"Bush, Reggie",ACT,CAR,8,YDS,28,AVG,3.5,TDS,0,BUF
CB,39.0,"Butler, Mario",ACT,TCKL,9,SCK,0,FF,0,INT,--,BUF
K,2.0,"Carpenter, Dan",ACT,FGA,27,FGM,23,PCT,85.2,LNG,52,BUF
TE,85.0,"Clay, Charles",ACT,REC,51,YDS,528,AVG,10.4,TDS,3,BUF
WR,13.0,"Colter, Kain",ACT,REC,--,YDS,--,AVG,--,TDS,--,BUF
CB,28.0,"Darby, Ronald",ACT,TCKL,68,SCK,0,FF,0,INT,2,BUF
DT,99.0,"Dareus, Marcell",ACT,TCKL,51,SCK,2,FF,0,INT,--,BUF
DE,98.0,"Deaderick, Brandon",ACT,TCKL,--,SCK,--,FF,--,INT,--,BUF
DT,74.0,"Douzable, Leger",ACT,TCKL,14,SCK,0,FF,0,INT,--,BUF
DB,31.0,"Dowling, Jonathan",ACT,TCKL,0,SCK,--,FF,--,INT,--,BUF
TE,82.0,"Dray, Jim",ACT,REC,6,YDS,61,AVG,10.2,TDS,0,BUF
WR,81.0,"Easley, Marcus",ACT,REC,1,YDS,58,AVG,58,TDS,1,BUF
DE,93.0,"Edwards, Lavar",ACT,TCKL,0,SCK,0,FF,0,INT,0,BUF
DE,75.0,"Enemkpali, IK",RES,TCKL,13,SCK,0,FF,0,INT,--,BUF
FB,42.0,"Felton, Jerome",ACT,CAR,1,YDS,2,AVG,2,TDS,0,BUF
K,4.0,"Gay, Jordan",ACT,FGA,--,FGM,--,PCT,--,LNG,--,BUF
RB,35.0,"Gillislee, Mike",ACT,CAR,47,YDS,267,AVG,5.7,TDS,3,BUF
CB,24.0,"Gilmore, Stephon",ACT,TCKL,36,SCK,0,FF,0,INT,3,BUF
WR,88.0,"Goodwin, Marquise",ACT,REC,2,YDS,24,AVG,12,TDS,0,BUF
TE,89.0,"Gragg, Chris",ACT,REC,12,YDS,150,AVG,12.5,TDS,0,BUF
FS,20.0,"Graham, Corey",ACT,TCKL,127,SCK,1,FF,0,INT,2,BUF
FB,48.0,"Gronkowski, Glenn",ACT,CAR,--,YDS,--,AVG,--,TDS,--,BUF
LB,57.0,"Hawthorne, David",ACT,TCKL,33,SCK,0,FF,2,INT,--,BUF
RB,47.0,"Herron, Dan",ACT,CAR,25,YDS,79,AVG,3.2,TDS,0,BUF
DE,55.0,"Hughes, Jerry",ACT,TCKL,52,SCK,5,FF,2,INT,--,BUF
OLB,58.0,"Johnson, Randell",ACT,TCKL,6,SCK,0,FF,0,INT,--,BUF
QB,7.0,"Jones, Cardale",ACT,TDS,--,INT,--,YDS,--,RTG,--,BUF
LB,96.0,"Lattimore, Jamari",ACT,TCKL,13,SCK,0,FF,0,INT,--,BUF
OLB,91.0,"Lawson, Manny",ACT,TCKL,47,SCK,1,FF,0,INT,1,BUF
DE,90.0,"Lawson, Shaq",ACT,TCKL,--,SCK,--,FF,--,INT,--,BUF
WR,13.0,"Lewis, Dezmin",ACT,REC,--,YDS,--,AVG,--,TDS,--,BUF
WR,18.0,"Listenbee, Kolby",ACT,REC,--,YDS,--,AVG,--,TDS,--,BUF
WR,15.0,"Little, Greg",ACT,REC,--,YDS,--,AVG,--,TDS,--,BUF
